bib_id,abbreviation,authors,title,type,ref,file,num_pages
marshall1960,Marshal. *Buddhist Art of Gandhara*,Marshal,"The Buddhist Art of Gandhara: The Story of the Early School, Its Birth, Growth and Decline",book,"Marshal, John. *The Buddhist Art of Gandhara: The Story of the Early School, Its Birth, Growth and Decline*. Cambridge University Press, 1960. https://archive.org/details/in.gov.ignca.28863/page/n9/mode/2up.
",marshall1960.pdf,113
allon2006,"Allon, Salomon, Jacobsen, and Zoppi. “Radiocarbon Dating of KharosthI Fragments.”","Allon, Salomon, Jacobsen, and Zoppi",Radiocarbon Dating of KharosthI Fragments from the Sch0yen and Senior Manuscript Collections,chapter,"Allon, Mark, Richard Salomon, Geraldine Jacobsen, and Ugo Zoppi. “Radiocarbon Dating of KharosthI Fragments from the Sch0yen and Senior Manuscript Collections.” in *Manuscripts in the Schoyen Collection*, Buddhist Manuscripts 3 (2006): 279–91.
",allon2006.pdf,11
allon_silverlock2017,Allon and Silverlock. “Parallels in the Majjhima-Nikāya.”,Allon and Silverlock,Sūtras in the Senior Kharoṣṭhī Manuscript Collection with Parallels in the Majjhima-Nikāya and/or the Madhyama-Āgama,paper,"Allon, Mark, and Blair Silverlock. “Sūtras in the Senior Kharoṣṭhī Manuscript Collection with Parallels in the Majjhima-Nikāya and/or the Madhyama-Āgama.” Research on the Madhyama Āgama. Dharma Drum Institute of Liberal Arts Research Series 5 (2017): 1–54.",allon_silverlock2017.pdf,54
analayo2014dawn ,Anālayo. *The Dawn of Abhidharma*.,Anālayo,The Dawn of Abhidharma,book,"Anālayo, Bhikkhu. *The Dawn of Abhidharma*. Hamburg Buddhist Studies 2. Hamburg: Hamburg University Press, 2014. https://www.buddhismuskunde.uni-hamburg.de/pdf/5-personen/analayo/dawn-abhidharma.pdf.
",analayo2014dawn.pdf,220
buddhapada2017analayo,Analayo. *Buddhapada.*,Anālayo,Buddhapada and the Bodhisattva Path,book,"Analayo, Bhikkhu. *Buddhapada and the Bodhisattva Path*. Hamburg: Numata Center for Buddhist Studies, 2017. https://www.buddhismuskunde.uni-hamburg.de/pdf/4-publikationen/hamburg-buddhist-studies/hamburgup-hbs08-analayo.pdf.
",buddhapada-analayo.pdf,171
allon2020,Allon. “Gandhari Saṃyukta-Āgama.”,Allon,A Gandhari Saṃyukta-Āgama Version of the ‘Discourse on Not-Self’,book section,"Allon, Mark. “A Gandhari Saṃyukta-Āgama Version of the ‘Discourse on Not-Self’(Pali Anattalakkhaṇa-Sutta, Sanskrit* Anātmalakṣaṇa-Sūtra).” In *Research on the Saṃyukta-Āgama*, edited by Dhammadinnā, 201–58. Taipei: Dharma Drum Corporation, 2020.",allon2020.pdf,57
analayo2020mula,Anālayo. “Mūlasarvāstivādin and Sarvāstivādin.”,Anālayo,‘Mūlasarvāstivādin and Sarvāstivādin’: Oral Transmission Lineages of Āgama Texts,book section,"Anālayo, Bhikkhu. “‘Mūlasarvāstivādin and Sarvāstivādin’: Oral Transmission Lineages of Āgama Texts.” In *Research on the Saṃyukta-Āgama*, edited by Dhammadinnā, 8:388–426. Taipei: Dharma Drum Corporation, 2020. https://www.academia.edu/download/70964889/Research_on_the_Samyukta_agama_24.07.2021_printed_published_corrected.pdf.",analayo2020mula.pdf,38
analayo2020peyala,Anālayo. “Peyāla.”,Anālayo,Peyāla in the Skandha-Saṃyukta: Contraction and Expansion,book section,"Anālayo, Bhikkhu. “Peyāla in the Skandha-Saṃyukta: Contraction and Expansion.” In *Research on the Saṃyukta-Āgama*, edited by Dhammadinnā, 53–108. Taipei: Dharma Drum Corporation, 2020. https://www.academia.edu/download/67585529/Peyala.pdf.",Peyala_in_the_Skandha_sayukta_Contracti.pdf,55
analayo2024crescendo,Anālayo. “Crescendo Repetitions.”,Anālayo,Crescendo Repetitions: From the Madhyama-Āgama to the Aṣṭasāhasrikā Prajñāpāramitā,book section,"Anālayo, Bhikkhu. “Crescendo Repetitions: From the Madhyama-Āgama to the Aṣṭasāhasrikā Prajñāpāramitā.” In Annual Report of the International Research Institute for Advanced Buddhology at Soka University, 27:49–76. Soka University, 2024. http://www.buddhismuskunde.uni-hamburg.de/pdf/5-personen/analayo/crescendo.pdf.",analayo2024crescendo.pdf,27
analayo2024orality,Anālayo. “Orality and Writing.”,Anālayo,Orality and Writing in Early Prajñāpāramitā,book section,"Anālayo, Bhikkhu. “Orality and Writing in Early Prajñāpāramitā.” In Annual Report of the International Research Institute for Advanced Buddhology at Soka University, 27:77–93. Soka University, 2024. https://www.academia.edu/download/113720573/OralityWriting.pdf.",Orality_and_Writing_in_Early_Prajnaparam.pdf,16
apple2018,Apple. “Semantic Elucidation.”,Apple,The Semantic Elucidation (Nirukta) of Bodhisattva Spiritual Attainment: A Rhetorical Technique in Early Mahayana Sutras,article,"Apple, James B. “The Semantic Elucidation (Nirukta) of Bodhisattva Spiritual Attainment: A Rhetorical Technique in Early Mahayana Sutras.” In Annual Report of the International Research Institute for Advanced Buddhology at Soka University, 171–92. Soka University, 2018.
",Apple2019SemanticElucidationBodhisattvaARIRIAB-XXII.pdf,21
atwood1991,Atwood. “Cadh’ota.”,Atwood,Life in Third-Fourth Century Cadh’ota: A Survey of Information Gathered from the Prakrit Documents Found North of Minfeng (Niyä),article,"Atwood, Christopher. “Life in Third-Fourth Century Cadh’ota: A Survey of Information Gathered from the Prakrit Documents Found North of Minfeng (Niyä).” Central Asiatic Journal 35, no. 3/4 (1991): 161–99.",atwood1991.pdf,38
bailey1945khotan,Bailey. “Khotan Dharmapada.”,Bailey,The Khotan Dharmapada,article,"Bailey, Harold Walter. “The Khotan Dharmapada.” *Bulletin of the School of Oriental and African Studies* 11, no. 3 (1945): 488–512.",bailey1945khotan.pdf,24
bailey1946gandhari,Bailey. “Gāndhārī.”,Bailey,Gāndhārī,article,"Bailey, Harold Walter. “Gāndhārī.” *Bulletin of the School of Oriental and African Studies* 11, no. 4 (1946): 764–97.",bailey1946gandhari.pdf,33
bailey1948iranoindica,Bailey. “Irano-Indica.”,Bailey,Irano-Indica,article,"Bailey, Harold Walter. “Irano-Indica.” *Bulletin of the School of Oriental and African Studies* 12, no. 2 (1948): 319–32.",bailey1948iranoindica.pdf,13
bailey1949iranoindica2,Bailey. “Irano-Indica II.”,Bailey,Irano-Indica II,article,"Bailey, Harold Walter. “Irano-Indica II.” *Bulletin of the School of Oriental and African Studies* 13, no. 1 (1949): 121–39.",bailey1949iranoindica2.pdf,18
bailey1950iranoindica3,Bailey. “Irano-Indica III.”,Bailey,Irano-Indica III,article,"Bailey, Harold W. “Irano-Indica III.” *Bulletin of the School of Oriental and African Studies* 13, no. 2 (1950): 389–409.",bailey1950iranoindica3.pdf,20
bailey1951iranoindica4,Bailey. “Irano-Indica IV.”,Bailey,Irano-Indica IV,article,"Bailey, Harold W. “Irano-Indica IV.” *Bulletin of the School of Oriental and African Studies* 13, no. 4 (1951): 920–38.",bailey1951iranoindica4.pdf,18
salomon1995,Salomon. “Early Indian Scripts.”,Salomon,On the Origin of the Early Indian Scripts,article,"Salomon, Richard. “On the Origin of the Early Indian Scripts.” *Journal of the American Oriental Society* 115, no. 2 (1995): 271–79.",salomon1995.pdf,8
bailey1952kusanica,Bailey. “Kusanica.”,Bailey,Kusanica,article,"Bailey, Harold Walter. “Kusanica.” *Bulletin of the School of Oriental and African Studies* 14, no. 3 (1952): 420–34.",bailey1952kusanica.pdf,14
bailey1953indoscthica1,Bailey. “Analecta Indoscythica I.”,Bailey,Analecta Indoscythica I,article,"Bailey, Harold Walter. “Analecta Indoscythica I.” *Journal of the Royal Asiatic Society* 85, no. 3–4 (1953): 95–116.",bailey1953indoscthica1.pdf,21
bailey1953ariaca,Bailey. “Ariaca.”,Bailey,Ariaca,article,"Bailey, Harold Walter. “Ariaca.” *Bulletin of the School of Oriental and African Studies* 15, no. 3 (1953): 530–40.",bailey1953ariaca.pdf,10
bailey1954indosythica2,Bailey. “Analecta Indoscythica II.”,Bailey,Analecta Indoscythica II,article,"Bailey, HW. “Analecta Indoscythica II.” *Journal of the Royal Asiatic Society* 86, no. 1–2 (1954): 26–34.",bailey1954indosythica2.pdf,8
bailey1956bija,Bailey. “Bija.”,Bailey,"Iranian Miṡṡa, Indian Bija",article,"Bailey, Harold Walter. “Iranian Miṡṡa, Indian Bija.” *Bulletin of the School of Oriental and African Studies* 18, no. 1 (1956): 32–42.",bailey1956bija.pdf,10
bailey1960arya2,Bailey. “Arya II.”,Bailey,Arya II,article,"Bailey, HW. “Arya II.” *Bulletin of the School of Oriental and African Studies* 23, no. 1 (1960): 13–39.",bailey1960arya2.pdf,26
bailey1960arya3,Bailey. “Arya III.”,Bailey,Arya III,article,"Bailey, Harold Walter. “Arya III.” *Bulletin of the School of Oriental and African Studies* 24, no. 3 (1961): 470–83.",bailey1960arya3.pdf,13
bailey1942kanaiska,Bailey. “Kaṇaiska.”,Bailey,Kaṇaiska,article,"Bailey, Harold Walter. “Kaṇaiska.” *Journal of the Royal Asiatic Society* 74, no. 1 (1942): 14–28.",bailey1942kanaiska.pdf,14
bailey1970saka,Bailey. “Saka Studies.”,Bailey,Saka Studies: The Ancient Kingdom of Khotan,article,"Bailey, Harold W. “Saka Studies: The Ancient Kingdom of Khotan.” *Iran* 8, no. 1 (1970): 65–72.",bailey1970saka.pdf,7
bailey1972half,Bailey. “Half-Century.”,Bailey,A Half-Century of Irano-Indian Studies,article,"Bailey, Harold Walter. “A Half-Century of Irano-Indian Studies.” *Journal of the Royal Asiatic Society* 104, no. 2 (1972): 99–110.",bailey1972half.pdf,11
bailey1973taklamakan,Bailey. “Taklamakan Miscellany.”,Bailey,Taklamakan Miscellany,article,"Bailey, Harold Walter. “Taklamakan Miscellany.” *Bulletin of the School of Oriental and African Studies* 36, no. 2 (1973): 224–27.",bailey1973taklamakan.pdf,4
bailey1978afghan,Bailey. “Afghan Studies.”,Bailey,The Orbit of Afghan Studies,article,"Bailey, HW. “The Orbit of Afghan Studies.” *Afghan Studies* 1 (1978): 1–8.",bailey1978afghan.pdf,8
bailey1978casket,Bailey. “Casket Inscriptions.”,Bailey,Two Kharoṣṭhī Casket Inscriptions from Avaca,article,"Bailey, Harold Walter. “Two Kharoṣṭhī Casket Inscriptions from Avaca.” *Journal of the Royal Asiatic Society* 110, no. 1 (1978): 3–13.",bailey1978casket.pdf,10
bailey1979khotan,Bailey. *Dictionary of Khotan Saka*.,Bailey,Dictionary of Khotan Saka,book,"Bailey, Harold Walter. *Dictionary of Khotan Saka*. Cambridge: Cambridge University Press, 1979. https://archive.org/details/soshyans51_yahoo_Saka.",bailey1979khotan_review.pdf,2
bailey1979north,Bailey. “North Iranian Problems.”,Bailey,North Iranian Problems,article,"Bailey, HW. “North Iranian Problems.” *Bulletin of the School of Oriental and African Studies* 42, no. 2 (1979): 207–10.",bailey1979north.pdf,4
bailey1980odi,Bailey. “King of Oḍi.”,Bailey,"A Kharoṣṭrī Inscription of Seṇavarma, King of Oḍi",article,"Bailey, Harold W. “A Kharoṣṭrī Inscription of Seṇavarma, King of Oḍi.” *Journal of the Royal Asiatic Society* 112, no. 1 (1980): 21–29.",bailey1980odi.pdf,9
bailey1981texts,Bailey. *Khotanese Buddhist Texts*.,Bailey,Khotanese Buddhist Texts,book,"Bailey, H. W. *Khotanese Buddhist Texts*. Rev. ed. University of Cambridge. Oriental Publications, no. 31. Cambridge [Eng.] ; New York: Cambridge University Press, 1981. https://archive.org/details/khotanesetexts0103bail/page/n7/mode/2up.",bailey1981texts_review.pdf,3
sharifian2016,Sharifian. “Buddhism in Khotan and Soghdiana.”,Sharifian,Buddhism in Khotan and Soghdiana,article,"Sharifian, Fariba. “Buddhism in Khotan and Soghdiana.” *Indian Journal of History of Science* 51 (2016): 653–58.",sharifian2016.pdf,6
bailey1982two,Bailey. “Two Kharoṣṭhī Inscriptions.”,Bailey,Two Kharoṣṭhī Inscriptions,article,"Bailey, HW. “Two Kharoṣṭhī Inscriptions.” *Journal of the Royal Asiatic Society* 114, no. 2 (1982): 149–55.",bailey1982two.pdf,7
conze1952asta,Conze. “Aṣṭasāhasrikā Prajñāpāramitā.”,Conze,The Composition of the Aṣṭasāhasrikā Prajñāpāramitā,article,"Conze, Edward. “The Composition of the Aṣṭasāhasrikā Prajñāpāramitā.” *Bulletin of the School of Oriental and African Studies* 14, no. 2 (1952): 251–62.",conze1952asta.pdf,11
banerji1920,Banerji. “Kharosthi Alphabet.”,Banerji,The Kharosthi Alphabet,article,"Banerji, Rakhal Das. “The Kharosthi Alphabet.” *Journal of the Royal Asiatic Society* 52, no. 2 (1920): 193–219.",banerji1920.pdf,26
barnett1927,Barnett. “Plural Form.”,Barnett,A Plural Form in the Prakrit of Khotan,article,"Barnett, LD. “A Plural Form in the Prakrit of Khotan.” *Journal of the Royal Asiatic Society* 59, no. 4 (1927): 848–49.",barnett1927.pdf,2
barua_mitra1921,Barua and Mitra. *Prakrit Dhammapada.*,Barua and Mitra,"Prakrit Dhammapada: Based Upon M. Senart’s Kharoṣthī Manuscript with Text, Translation and Notes",book,"Barua, Beni Madhab, and Sailendranath Mitra. *Prakrit Dhammapada: Based Upon M. Senart’s Kharoṣthī Manuscript with Text, Translation and Notes*. Calcutta: University of Calcutta, 1921. https://www.google.com/books/edition/Prakrit_Dhammapada/XmsOAQAAIAAJ.",Prakrit_Dhammapada.pdf,240
basham1954,Basham. *Wonder*.,Basham,The Wonder That Was India: A Survey of the Culture of the Indian Sub‐Continent before the Coming of the Muslims,book,"Basham, A L. *The Wonder That Was India: A Survey of the Culture of the Indian Sub‐Continent before the Coming of the Muslims*. London: Sidgwick and Jackson, 1954. https://archive.org/details/wonderthatwasind00bash.",,545
baums2006encoding,Baums. “Encoding for Brāhmī.”,Baums,Towards a Computer Encoding for Brāhmī,paper,"Baums, Stefan. “Towards a Computer Encoding for Brāhmī.” In Script and Image: Papers on Art and Epigraphy. Papers of the 12th World Sanskrit Conference, 11:111–43, 2006. https://stefanbaums.com/publications/baums_2006_3.pdf.",baums2006encoding.pdf,32
baums2014scrolls,Baums. “Gandhāran Scrolls.”,Baums,Gandhāran Scrolls: Rediscovering an Ancient Manuscript Type,paper,"Baums, Stefan. “Gandhāran Scrolls: Rediscovering an Ancient Manuscript Type.” *Manuscript Cultures: Mapping the Field* 1 (2014): 183–225. https://stefanbaums.com/publications/baums_2014_3.pdf.",baums2014scrolls.pdf,42
baums2014truth,Baums. “Truth and Scripture.”,Baums,Truth and Scripture in Early Buddhism: Categorial Reduction as Exegetical Method in Ancient Gandhāra and Beyond,book section,"Baums, Stefan. “Truth and Scripture in Early Buddhism: Categorial Reduction as Exegetical Method in Ancient Gandhāra and Beyond.” In *Buddhism across Asia: Networks of Material, Intellectual and Cultural Exchange*, 1:19–38. Tansen Sen, 2014. https://stefanbaums.com/publications/baums_2014_1.pdf.",baums2014truth.pdf,19
karashima_wille2009blsf2,Karashima and Wille. *Buddhist Manuscripts from Central Asia: Vol II.*,Karashima and Wille,"Karashima, Seishi, and Klaus Wille, eds. *Buddhist Manuscripts from Central Asia: The British Library Sanskrit Fragments.*",book,"Karashima, Seishi, and Klaus Wille, eds. *Buddhist Manuscripts from Central Asia: The British Library Sanskrit Fragments.* Vol. II Texts. International Research Institute for Advanced Buddhology : Soka University, 2009. https://iriab.soka.ac.jp/publication/blsf/.",british_library_sanskrit_fragments_2.pdf,667
simswilliams2012hoernle,Sims-Williams. “Hoernle Collection.”,Sims-Williams,"The British Library Hoernle Collection, Part 1",book section,"Sims-Williams, Ursula. “The British Library Hoernle Collection, Part 1.” In *Buddhist Manuscripts from Central Asia: The British Library Sanskrit Fragments*, edited by Seishi Karashima and Klaus Wille, II Texts:1–25. International Research Institute for Advanced Buddhology : Soka University, 2009. https://iriab.soka.ac.jp/publication/blsf/.",simswilliams2009hoernle.pdf,25
wille2009sources,Wille. “Sources from Khotan.”,Wille,Buddhist Sanskrit Sources from Khotan,book section,"Wille, Klaus. “Buddhist Sanskrit Sources from Khotan.” In *Buddhist Manuscripts from Central Asia: The British Library Sanskrit Fragments*, edited by Seishi Karashima and Klaus Wille, II Texts:25–73. Tokyo: International Research Institute for Advanced Buddhology : Soka University, 2009. https://iriab.soka.ac.jp/publication/blsf/.",wille2009sources.pdf,48
wille2009fragments15004,Wille. “Sanskrit Fragments Or.15004.”,Wille,The Sanskrit Fragments Or.15004 in the Hoernle Collection,book section,"Wille, Klaus. “The Sanskrit Fragments Or.15004 in the Hoernle Collection.” In Buddhist Manuscripts from Central Asia: The British Library Sanskrit Fragments, edited by Seishi Karashima and Klaus Wille, II Texts:73–105. Tokyo: International Research Institute for Advanced Buddhology : Soka University, 2009. https://iriab.soka.ac.jp/publication/blsf/.",,
ye2009fragments15009,"Ye, Nagashima, Hirabayashi, Noriyuki, Melzer, and Fukita. “Sanskrit Fragments Or.15009.”","Ye, Nagashima, Hirabayashi, Noriyuki, Melzer, and Fukita",The Sanskrit Fragments Or.15009 in the Hoernle Collection,book section,"Ye, Shaoyong, Jundo Nagashima, Jiro Hirabayashi, Kudo Noriyuki, Gudrun Melzer, and Takamichi Fukita. “The Sanskrit Fragments Or.15009 in the Hoernle Collection.” In *Buddhist Manuscripts from Central Asia: The British Library Sanskrit Fragments,* edited by Seishi Karashima and Klaus Wille, II Texts:105–334. Tokyo: International Research Institute for Advanced Buddhology : Soka University, 2009. https://iriab.soka.ac.jp/publication/blsf/.",,
