CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,verb_dao,pronoun_zhe,notes,error
本業經,T 281,False,False,False,False,False,False,False,False,False,"This early Chinese Buddhist text, translated by Zhi Qian during the Wu Dynasty, exhibits a highly classical and formal style. It largely avoids vernacular elements common in later Chinese literature and Buddhist translations. Specifically, it does not use the prefix 阿 (ā) not as part of a transliteration, the prefix 老 (lǎo), the suffix 兒 (ér), or reduplicated nouns. Vernacular pronouns such as 渠 (qú), 他 (tā), and 伊 (yī) are absent, with classical forms or formal referential terms being preferred. The verb ‘to say’ 道 (dào) is not used; instead, the text employs 曰 (yuē) and 言 (yán). The pronoun ‘this’ 這 (zhè) is also not found, with 是 (shì) being used instead. Overall, the translation demonstrates a very limited presence of vernacular characteristics.",
梵摩渝經,T 76,False,False,False,True,False,False,False,False,False,"The text primarily uses classical vocabulary and grammatical structures. No instances of the prefix 阿 (ā) outside of transliteration, prefix 老 (lǎo), suffix 兒 (ér), pronoun 渠 (qú), personal pronoun 他 (tā), personal pronoun 伊 (yī), or the verb 道 (dào) meaning 'to say' were found. The pronoun 這 (zhè) is also absent, with classical alternatives like 斯 (sī) being used instead. One instance of reduplicated noun-like usage was found in '味味皆知' (each taste). Overall, the text exhibits very few vernacular elements typical of later Chinese Buddhist translations.",
私阿末經,T 532,False,False,False,False,False,False,False,False,False,,
微密持經,T 1011,False,False,False,False,False,False,False,False,False,"The text does not use the prefix 阿 or 老, the suffix 兒, reduplicated nouns, the second-person pronoun 渠, the personal pronouns 他 or 伊, or the verb 'to say' 道. It uses 是 (shì) for 'this/these' instead of 這 (zhè). This indicates a largely classical Chinese style with a notable absence of these vernacular elements.",
阿彌陀經,T 362 (1),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 (ā) as a vernacular prefix; it only appears as part of transliterated proper nouns (e.g., 阿彌陀, 阿難, 阿羅漢). The prefix 老 (lǎo) and the suffix 兒 (ér) are not found in the text. There are instances of reduplicated nouns, such as ""行行"", ""莖莖"", ""枝枝"", ""葉葉"", ""華華"", and ""實實"". The third-person pronoun 渠 (qú) and the personal pronoun 他 (tā) are not used in the text (他 is used only to mean ""other""). The personal pronoun 伊 (yī) is also absent. The verb 道 (dào) meaning ""to say"" is not employed; speech is consistently introduced with ""佛言"", ""佛語"", ""佛告"", ""問佛言"", ""阿難言"", ""對曰"", or ""佛說"". The character 道 is used to refer to 'path' or 'doctrine'. Finally, the pronoun 這 (zhè) is not present.",
阿彌陀經,T 362 (2),False,False,False,True,False,False,False,True,False,"The text uses reduplicated nouns such as '人人' and '世世'. The verb '道' is used in the compound '道說' meaning 'to speak of' or 'to explain'. However, other common vernacular elements like the prefix '阿' (outside of transliterations), prefix '老', suffix '兒', pronouns '渠', '他' (as a personal pronoun), '伊', and '這' are not found. This reflects a translation style from an early period where some vernacular features were present but others had not yet fully permeated Buddhist discourse.",
月明童子經,T 169,False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 (ā) as a vernacular prefix, only within transliterated Buddhist terms such as 阿僧祇, 阿那含, and 阿羅漢. The prefix 老 (lǎo) is not found. The suffix 兒 (ér) is not found. Reduplicated nouns are present, specifically '人人' (rénrén) meaning 'every person'. The pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is not found. The personal pronoun 伊 (yī) is not found. The verb 道 (dào) meaning 'to say' is not found; instead, the text uses terms like 告 (gào), 語 (yǔ), 言 (yán), 答 (dá), and 曰 (yuē). The pronoun 這 (zhè) is not found; the text consistently uses 是 (shì) for 'this/that'.",
義足經,T 198 (1),False,True,False,True,False,False,False,False,False,"The translation primarily uses classical elements for pronouns like '是', '其', '彼', '汝', '我', and '子曹' instead of vernacular '這', '他', '伊', or '渠'. It consistently uses '言', '語', '說', '謂...言', '曰', '白' for 'to say', and does not employ the vernacular verb '道' in this sense. The prefix '阿' is absent in vernacular use, appearing only in transliterated names like '阿難'. However, the prefix '老' is present in '老母' and '老年比丘', and reduplicated nouns like '家家' are also found, indicating some vernacular influence. The suffix '兒' is not found as a productive diminutive suffix, with '女兒' being a compound noun rather than an example of the diminutive suffix.",
義足經,T 198 (2),False,False,False,False,False,False,False,True,False,,
阿難四事經,T 493,False,False,False,False,False,False,False,False,False,"The text is written in a classical Chinese style typical of early Buddhist translations. It does not use the prefix 阿 (ā) outside of transliterated names (e.g., 阿難). The prefixes 老 (lǎo), suffix 兒 (ér), reduplicated nouns, and pronouns 渠 (qú), 他 (tā), 伊 (yī), and 這 (zhè) are absent. The verb 'to say' is consistently rendered as 言 (yán) or 白 (bái), not 道 (dào).",
差摩竭經,T 533,False,False,False,False,False,False,False,False,False,,
七女經,T 556,False,False,False,False,False,False,False,True,False,"The text uses '道 dào' as a verb meaning 'to say' (e.g., '無有道此女醜者', '今瞿曇何以獨道此女醜'). However, it does not use the prefix '阿 ā' (outside of transliterations), the prefix '老 lǎo', the suffix '兒 ér', reduplicated nouns, the pronoun '渠 qú', the personal pronoun '他 tā', the personal pronoun '伊 yī', or the pronoun '這 zhè'. The language tends towards a more formal or classical style typical of early Chinese Buddhist translations by figures like Zhi Qian, with limited vernacular features.",
八師經,T 581,False,False,False,False,False,False,False,False,False,"The text shows very few of the specified vernacular elements. The prefix 阿 (a) appears only in the transliterated name '阿難' (Ananda) and not as a general prefix. The prefix 老 (lao) is not used in the manner of a vernacular prefix (e.g., 老王); '老' is used as part of '年老' (old age) or as a verb/adjective. The suffix 兒 (er) is absent. No reduplicated nouns were found (the character 𥊦𥊦 is an adjective). The second-person pronoun 渠 (qu) is not present. The personal pronouns 他 (ta) and 伊 (yi) are not used; the text relies on more classical pronouns like 吾 (wu) and 其 (qi). The verb for 'to say' is consistently 曰 (yue) or 言 (yan), not 道 (dao). The pronoun 這 (zhe) is not used; '是' (shi) serves a similar demonstrative function. Overall, the translation style appears to be more formal and classical, lacking these specific common vernacular features.",
釋摩男經,T 54,False,False,False,False,False,False,False,False,False,"The text, an early translation by Zhi Qian, exhibits a classical or early Buddhist Chinese translation style. It does not use the vernacular prefix 阿 ā (outside of transliterations like Arhat or Bimbisara), nor the prefix 老 lǎo, nor the suffix 兒 ér. No reduplicated nouns were found. The second-person pronoun 渠 qú, the personal pronoun 他 tā, and the personal pronoun 伊 yī are absent. The verb 'to say' is consistently rendered with 言 yán, not 道 dào. The pronoun 'this' is rendered with 是 shì, not 這 zhè. Overall, the text lacks the common vernacular elements found in later Chinese literature and Buddhist translations.",
孛抄經,T 790,False,True,True,True,False,False,False,True,True,"The text exhibits several vernacular elements. The prefix '阿' (ā) is not used as a non-transliterated prefix; it appears in the transliterated name '阿難' and '賓祇'. The prefix '老' (lǎo) is used in '老母' (old mother), which is a common vernacular usage for referring to an elder. The suffix '兒' (ér) is used as a noun meaning 'child/son' in '抱兒' and '是兒', indicating a vernacular tendency, though '耳' also appears as a particle. Reduplicated nouns are present in '家家' (every family) and '世世' (generation after generation). The second-person pronoun '渠' (qú) is not present. The personal pronoun '他' (tā) meaning 'he/she' is not present; it appears only in compounds meaning 'other' (e.g., '他家', '他郡'). The personal pronoun '伊' (yī) is not present. The verb 'to say' '道' (dào) is used in several instances such as '道其婬亂' (recounted her promiscuity), '叩頭道' (kowtowed and said), and '道說經戒' (preached/explained the sutras and precepts), which is a strong vernacular indicator. The pronoun '這' (zhè) is used as 'this' in '非這今也' (not this present time) and '王旦這出' (this morning when you went out).",
明度經,T 225 (1),False,False,False,False,False,False,False,True,False,"The text, an early Chinese Buddhist translation, generally retains a classical style. It does not use the prefix 阿 (ā) outside of transliterations, nor the prefix 老 (lǎo), the suffix 兒 (ér), or reduplicated nouns. The vernacular third-person pronouns 渠 (qú), 他 (tā), and 伊 (yī) are absent; '彼' (bǐ) is used instead. The vernacular pronoun 這 (zhè) is also absent, with '此' (cǐ) being used. However, the verb 道 (dào) meaning 'to say' or 'to speak of' is present, as in '而道大乘者'.",
明度經,T 225 (2),False,False,False,True,False,True,False,True,False,"The text uses reduplicated nouns such as '人人'. The personal pronoun '他' is found in '與他有分德' meaning 'others'. The verb '道' meaning 'to say/speak' appears in '我所道說'. The prefixes '阿' (not as part of a transliteration) and '老', the suffix '兒', and the pronouns '渠' and '這' are not present.",
明度經,T 225 (3),False,False,False,False,False,False,False,False,False,"The text exhibits a predominantly formal and classical translation style, characteristic of early Chinese Buddhist texts. It does not use the prefixes 阿 (ā) or 老 (lǎo), the suffix 兒 (ér), or typical vernacular pronouns such as 渠 (qú), 他 (tā, for 'he/she'), and 伊 (yī). The character 他 appears only in the sense of 'other'. The verb 'to say' (道 dào) is not used; instead, more formal verbs like 言 (yán), 曰 (yuē), 白 (bái), 告 (gào), and 問 (wèn) are consistently employed. The pronoun 這 (zhè) is also absent. No instances of strictly reduplicated nouns (e.g., 心心, 人人) are found, although the phrase '心復心' (mind after mind) implies repetition.",
明度經,T 225 (4),False,False,False,False,False,False,False,False,False,,
明度經,T 225 (5),False,False,False,False,False,False,False,False,False,"The text, typical of early Chinese Buddhist translations (like those by Zhi Qian), exhibits very few of the specified vernacular elements. The prefix 阿 (ā) only appears as part of the transliterated name 阿難 (Ānán). There are no occurrences of the prefix 老 (lǎo), suffix 兒 (ér), reduplicated nouns in the specified manner, or the pronouns 渠 (qú), 他 (tā), 伊 (yī), or 這 (zhè). The verb 'to say' is consistently rendered as 言 (yán) rather than 道 (dào). The language is largely classical Buddhist Sinitic.",
