czjj_no,title_zh,taisho_no,attribution,term,term_introduced_by
7,大道地經,T 607,An Shigao,瞋恚忽然,An Shigao
7,大道地經,T 607,An Shigao,顛疾盛,An Shigao
7,大道地經,T 607,An Shigao,八十八結行,An Shigao
7,大道地經,T 607,An Shigao,畏死,An Shigao
7,大道地經,T 607,An Shigao,銅塗金,An Shigao
7,大道地經,T 607,An Shigao,空聚,An Shigao
7,大道地經,T 607,An Shigao,六衰,An Shigao
7,大道地經,T 607,An Shigao,腐髑髏,An Shigao
7,大道地經,T 607,An Shigao,迦陀樹皮,An Shigao
7,大道地經,T 607,An Shigao,胎小,An Shigao
7,大道地經,T 607,An Shigao,腐囊,An Shigao
7,大道地經,T 607,An Shigao,深冥,An Shigao
7,大道地經,T 607,An Shigao,六十二疑,An Shigao
7,大道地經,T 607,An Shigao,喜妬,An Shigao
7,大道地經,T 607,An Shigao,結垢,An Shigao
7,大道地經,T 607,An Shigao,不意,An Shigao
7,大道地經,T 607,An Shigao,無所依,An Shigao
7,大道地經,T 607,An Shigao,愛不愛,An Shigao
7,大道地經,T 607,An Shigao,破碎,An Shigao
7,大道地經,T 607,An Shigao,病,An Shigao
7,大道地經,T 607,An Shigao,無有自歸,An Shigao
8,人本欲生經,T 14,An Shigao,愛,An Shigao
8,人本欲生經,T 14,An Shigao,阿難,An Shigao
8,人本欲生經,T 14,An Shigao,八解脫處,An Shigao
8,人本欲生經,T 14,An Shigao,弊惡法,An Shigao
8,人本欲生經,T 14,An Shigao,遍淨,An Shigao
8,人本欲生經,T 14,An Shigao,比丘,An Shigao
8,人本欲生經,T 14,An Shigao,不可意,An Shigao
8,人本欲生經,T 14,An Shigao,不思想,An Shigao
8,人本欲生經,T 14,An Shigao,不用從受慧,An Shigao
8,人本欲生經,T 14,An Shigao,佛,An Shigao
8,人本欲生經,T 14,An Shigao,非常,An Shigao
8,人本欲生經,T 14,An Shigao,刀杖,An Shigao
8,人本欲生經,T 14,An Shigao,諦慧,An Shigao
8,人本欲生經,T 14,An Shigao,鬪諍,An Shigao
8,人本欲生經,T 14,An Shigao,慳,An Shigao
8,人本欲生經,T 14,An Shigao,更,An Shigao
8,人本欲生經,T 14,An Shigao,慧,An Shigao
8,人本欲生經,T 14,An Shigao,因緣,An Shigao
8,人本欲生經,T 14,An Shigao,經,An Shigao
8,人本欲生經,T 14,An Shigao,結使,An Shigao
8,人本欲生經,T 14,An Shigao,盡法,An Shigao
8,人本欲生經,T 14,An Shigao,拘類國,An Shigao
8,人本欲生經,T 14,An Shigao,苦,An Shigao
8,人本欲生經,T 14,An Shigao,兩舌,An Shigao
8,人本欲生經,T 14,An Shigao,兩行得解脫,An Shigao
8,人本欲生經,T 14,An Shigao,名身聚,An Shigao
8,人本欲生經,T 14,An Shigao,名字,An Shigao
8,人本欲生經,T 14,An Shigao,明聲,An Shigao
8,人本欲生經,T 14,An Shigao,惱,An Shigao
8,人本欲生經,T 14,An Shigao,悲,An Shigao
8,人本欲生經,T 14,An Shigao,求,An Shigao
8,人本欲生經,T 14,An Shigao,識,An Shigao
8,人本欲生經,T 14,An Shigao,識慧,An Shigao
8,人本欲生經,T 14,An Shigao,識止處,An Shigao
8,人本欲生經,T 14,An Shigao,識得駐,An Shigao
8,人本欲生經,T 14,An Shigao,生老病死,An Shigao
8,人本欲生經,T 14,An Shigao,生死,An Shigao
8,人本欲生經,T 14,An Shigao,身,An Shigao
8,人本欲生經,T 14,An Shigao,受行,An Shigao
8,人本欲生經,T 14,An Shigao,色,An Shigao
8,人本欲生經,T 14,An Shigao,世間,An Shigao
8,人本欲生經,T 14,An Shigao,思想,An Shigao
8,人本欲生經,T 14,An Shigao,痛,An Shigao
8,人本欲生經,T 14,An Shigao,微妙,An Shigao
8,人本欲生經,T 14,An Shigao,聞如是,An Shigao
8,人本欲生經,T 14,An Shigao,無為,An Shigao
8,人本欲生經,T 14,An Shigao,無所著,An Shigao
8,人本欲生經,T 14,An Shigao,習,An Shigao
8,人本欲生經,T 14,An Shigao,賢者,An Shigao
8,人本欲生經,T 14,An Shigao,行道,An Shigao
8,人本欲生經,T 14,An Shigao,一時,An Shigao
8,人本欲生經,T 14,An Shigao,五陰,An Shigao
8,人本欲生經,T 14,An Shigao,憂,An Shigao
8,人本欲生經,T 14,An Shigao,欲貪,An Shigao
8,人本欲生經,T 14,An Shigao,自歸,An Shigao
10,阿毘曇五法經,T 1557,,阿毘曇,
10,阿毘曇五法經,T 1557,,法,An Shigao
10,阿毘曇五法經,T 1557,,苦法,
10,阿毘曇五法經,T 1557,,習法,
10,阿毘曇五法經,T 1557,,盡法,An Shigao
10,阿毘曇五法經,T 1557,,道法,Lokakṣema 
10,阿毘曇五法經,T 1557,,生死,An Shigao
10,阿毘曇五法經,T 1557,,黠,Lokakṣema 
10,阿毘曇五法經,T 1557,,覺,An Shigao
10,阿毘曇五法經,T 1557,,苦,An Shigao
10,阿毘曇五法經,T 1557,,習,An Shigao
10,阿毘曇五法經,T 1557,,盡,An Shigao
10,阿毘曇五法經,T 1557,,道,An Shigao
10,阿毘曇五法經,T 1557,,八意,
10,阿毘曇五法經,T 1557,,非常,An Shigao
10,阿毘曇五法經,T 1557,,空,An Shigao
10,阿毘曇五法經,T 1557,,非身,An Shigao
10,阿毘曇五法經,T 1557,,因緣,An Shigao
10,阿毘曇五法經,T 1557,,止,An Shigao
10,阿毘曇五法經,T 1557,,觀,An Shigao
10,阿毘曇五法經,T 1557,,苦諦,An Shigao
10,阿毘曇五法經,T 1557,,四諦,An Shigao
10,阿毘曇五法經,T 1557,,習諦,An Shigao
10,阿毘曇五法經,T 1557,,盡諦,An Shigao
10,阿毘曇五法經,T 1557,,道見,
10,阿毘曇五法經,T 1557,,貪,An Shigao
10,阿毘曇五法經,T 1557,,識,An Shigao
10,阿毘曇五法經,T 1557,,罪法,
10,阿毘曇五法經,T 1557,,結,An Shigao
10,阿毘曇五法經,T 1557,,三十七品經,An Shigao
10,阿毘曇五法經,T 1557,,行,An Shigao
10,阿毘曇五法經,T 1557,,愛,An Shigao
10,阿毘曇五法經,T 1557,,禪,An Shigao
10,阿毘曇五法經,T 1557,,佛語,
10,阿毘曇五法經,T 1557,,安般守意,An Shigao
10,阿毘曇五法經,T 1557,,五法行,
10,阿毘曇五法經,T 1557,,色,An Shigao
10,阿毘曇五法經,T 1557,,意,An Shigao
10,阿毘曇五法經,T 1557,,所念,
10,阿毘曇五法經,T 1557,,別離意行,
10,阿毘曇五法經,T 1557,,無為,An Shigao
10,阿毘曇五法經,T 1557,,四行,
10,阿毘曇五法經,T 1557,,地種,
10,阿毘曇五法經,T 1557,,水種,
10,阿毘曇五法經,T 1557,,火種,
10,阿毘曇五法經,T 1557,,風種,
10,阿毘曇五法經,T 1557,,眼根,An Shigao
10,阿毘曇五法經,T 1557,,耳根,
10,阿毘曇五法經,T 1557,,鼻根,
10,阿毘曇五法經,T 1557,,舌根,
10,阿毘曇五法經,T 1557,,身根,An Shigao
10,阿毘曇五法經,T 1557,,色聲香味細滑,An Shigao
10,阿毘曇五法經,T 1557,,心識,
10,阿毘曇五法經,T 1557,,六識身,
10,阿毘曇五法經,T 1557,,眼識,
10,阿毘曇五法經,T 1557,,耳識,
10,阿毘曇五法經,T 1557,,鼻識,
10,阿毘曇五法經,T 1557,,舌識,
10,阿毘曇五法經,T 1557,,身識,
10,阿毘曇五法經,T 1557,,痛,An Shigao
10,阿毘曇五法經,T 1557,,想,An Shigao
10,阿毘曇五法經,T 1557,,痒,
10,阿毘曇五法經,T 1557,,欲,An Shigao
10,阿毘曇五法經,T 1557,,信,An Shigao
10,阿毘曇五法經,T 1557,,進,
10,阿毘曇五法經,T 1557,,計,Lokakṣema 
10,阿毘曇五法經,T 1557,,善本,Lokakṣema 
10,阿毘曇五法經,T 1557,,惡本,Zhi Qian
10,阿毘曇五法經,T 1557,,結縛,
10,阿毘曇五法經,T 1557,,不思想,An Shigao
10,阿毘曇五法經,T 1557,,政盡,
10,阿毘曇五法經,T 1557,,政不思想念想,
10,阿毘曇五法經,T 1557,,五陰,An Shigao
10,阿毘曇五法經,T 1557,,滅,An Shigao
10,阿毘曇五法經,T 1557,,善法,
10,阿毘曇五法經,T 1557,,瞋恚,An Shigao
10,阿毘曇五法經,T 1557,,愚癡,An Shigao
10,阿毘曇五法經,T 1557,,慢,
10,阿毘曇五法經,T 1557,,疑,An Shigao
10,阿毘曇五法經,T 1557,,持念結,
10,阿毘曇五法經,T 1557,,憎結,
10,阿毘曇五法經,T 1557,,憍慢結,
10,阿毘曇五法經,T 1557,,癡結,An Shigao
10,阿毘曇五法經,T 1557,,邪結,An Shigao
10,阿毘曇五法經,T 1557,,失願結,
10,阿毘曇五法經,T 1557,,疑結,An Shigao
10,阿毘曇五法經,T 1557,,嫉結,
10,阿毘曇五法經,T 1557,,慳結,
10,阿毘曇五法經,T 1557,,三界,An Shigao
10,阿毘曇五法經,T 1557,,自慢,
10,阿毘曇五法經,T 1557,,欺慢,
10,阿毘曇五法經,T 1557,,不如慢,
10,阿毘曇五法經,T 1557,,邪慢,
10,阿毘曇五法經,T 1557,,身邪,
10,阿毘曇五法經,T 1557,,邊邪,
10,阿毘曇五法經,T 1557,,邪邪,
10,阿毘曇五法經,T 1557,,斷滅,
10,阿毘曇五法經,T 1557,,常在,
10,阿毘曇五法經,T 1557,,盜結,
10,阿毘曇五法經,T 1557,,戒盜,
10,阿毘曇五法經,T 1557,,縛,Lokakṣema 
10,阿毘曇五法經,T 1557,,使,
10,阿毘曇五法經,T 1557,,欲使,
10,阿毘曇五法經,T 1557,,不可使,
10,阿毘曇五法經,T 1557,,欲世間使,
10,阿毘曇五法經,T 1557,,憍慢使,
10,阿毘曇五法經,T 1557,,癡使,
10,阿毘曇五法經,T 1557,,邪使,
10,阿毘曇五法經,T 1557,,疑使,
10,阿毘曇五法經,T 1557,,無有色,
10,阿毘曇五法經,T 1557,,要邪,
10,阿毘曇五法經,T 1557,,見盜,
10,阿毘曇五法經,T 1557,,塵,
10,阿毘曇五法經,T 1557,,腦,
10,阿毘曇五法經,T 1557,,睡,An Shigao
10,阿毘曇五法經,T 1557,,瞑,An Shigao
10,阿毘曇五法經,T 1557,,樂,An Shigao
10,阿毘曇五法經,T 1557,,猗,An Shigao
10,阿毘曇五法經,T 1557,,恣態,
10,阿毘曇五法經,T 1557,,不愧,
10,阿毘曇五法經,T 1557,,不慚,
10,阿毘曇五法經,T 1557,,十黠,
10,阿毘曇五法經,T 1557,,法黠,
10,阿毘曇五法經,T 1557,,比黠,
10,阿毘曇五法經,T 1557,,知人心黠,
10,阿毘曇五法經,T 1557,,巧黠,
10,阿毘曇五法經,T 1557,,苦黠,
10,阿毘曇五法經,T 1557,,習黠,
10,阿毘曇五法經,T 1557,,滅黠,
10,阿毘曇五法經,T 1557,,道黠,
10,阿毘曇五法經,T 1557,,盡黠,
10,阿毘曇五法經,T 1557,,無為黠,
10,阿毘曇五法經,T 1557,,八更者,
10,阿毘曇五法經,T 1557,,苦譬黠,
10,阿毘曇五法經,T 1557,,習譬黠,
10,阿毘曇五法經,T 1557,,盡譬黠,
10,阿毘曇五法經,T 1557,,道譬黠,
10,阿毘曇五法經,T 1557,,德,Zhi Qian
10,阿毘曇五法經,T 1557,,無有思想思惟,
10,阿毘曇五法經,T 1557,,天,An Shigao
10,阿毘曇五法經,T 1557,,無有欲,An Shigao
10,阿毘曇五法經,T 1557,,滅思惟,
10,阿毘曇五法經,T 1557,,念根,An Shigao
10,阿毘曇五法經,T 1557,,命,
10,阿毘曇五法經,T 1557,,陰,An Shigao
10,阿毘曇五法經,T 1557,,生,An Shigao
10,阿毘曇五法經,T 1557,,老,
13,十報經,T 13,An Shigao,長阿含,An Shigao
13,十報經,T 13,An Shigao,三藏,An Shigao
13,十報經,T 13,An Shigao,佛,An Shigao
13,十報經,T 13,An Shigao,舍衛國祇樹給孤獨園,An Shigao
13,十報經,T 13,An Shigao,舍利曰,An Shigao
13,十報經,T 13,An Shigao,比丘,An Shigao
13,十報經,T 13,An Shigao,說法,An Shigao
13,十報經,T 13,An Shigao,無為,An Shigao
13,十報經,T 13,An Shigao,苦,An Shigao
13,十報經,T 13,An Shigao,惱,An Shigao
13,十報經,T 13,An Shigao,思惟,An Shigao
13,十報經,T 13,An Shigao,憍慢,An Shigao
13,十報經,T 13,An Shigao,本觀,An Shigao
13,十報經,T 13,An Shigao,定,An Shigao
13,十報經,T 13,An Shigao,慧,An Shigao
13,十報經,T 13,An Shigao,癡,An Shigao
13,十報經,T 13,An Shigao,世間愛,An Shigao
13,十報經,T 13,An Shigao,不愧不慚,An Shigao
13,十報經,T 13,An Shigao,盡點,An Shigao
13,十報經,T 13,An Shigao,度世,An Shigao
13,十報經,T 13,An Shigao,解脫,An Shigao
13,十報經,T 13,An Shigao,法經,An Shigao
13,十報經,T 13,An Shigao,欲有,An Shigao
13,十報經,T 13,An Shigao,色有,An Shigao
13,十報經,T 13,An Shigao,不色有,An Shigao
13,十報經,T 13,An Shigao,欲愛,An Shigao
13,十報經,T 13,An Shigao,色愛,An Shigao
13,十報經,T 13,An Shigao,不色愛,An Shigao
13,十報經,T 13,An Shigao,貪欲惡,An Shigao
13,十報經,T 13,An Shigao,瞋恚惡,An Shigao
13,十報經,T 13,An Shigao,愚癡惡,An Shigao
13,十報經,T 13,An Shigao,空,An Shigao
13,十報經,T 13,An Shigao,不願,An Shigao
13,十報經,T 13,An Shigao,不想,An Shigao
13,十報經,T 13,An Shigao,三活向,An Shigao
13,十報經,T 13,An Shigao,痛,An Shigao
13,十報經,T 13,An Shigao,天人輪,An Shigao
13,十報經,T 13,An Shigao,四意止,An Shigao
13,十報經,T 13,An Shigao,癡惱,An Shigao
13,十報經,T 13,An Shigao,四飯,An Shigao
13,十報經,T 13,An Shigao,四蛘,An Shigao
13,十報經,T 13,An Shigao,四失,An Shigao
13,十報經,T 13,An Shigao,四成,An Shigao
13,十報經,T 13,An Shigao,四諦,An Shigao
13,十報經,T 13,An Shigao,苦諦,An Shigao
13,十報經,T 13,An Shigao,習諦,An Shigao
13,十報經,T 13,An Shigao,盡諦,An Shigao
13,十報經,T 13,An Shigao,受滅苦諦,An Shigao
13,十報經,T 13,An Shigao,四黠,An Shigao
13,十報經,T 13,An Shigao,法身,An Shigao
13,十報經,T 13,An Shigao,意根,An Shigao
13,十報經,T 13,An Shigao,道弟子,An Shigao
13,十報經,T 13,An Shigao,道信,An Shigao
13,十報經,T 13,An Shigao,忍辱,An Shigao
13,十報經,T 13,An Shigao,魔,An Shigao
13,十報經,T 13,An Shigao,梵,An Shigao
13,十報經,T 13,An Shigao,五種定,An Shigao
13,十報經,T 13,An Shigao,五種,An Shigao
13,十報經,T 13,An Shigao,色受種,An Shigao
13,十報經,T 13,An Shigao,痛受種,An Shigao
13,十報經,T 13,An Shigao,想受種,An Shigao
13,十報經,T 13,An Shigao,行受種,An Shigao
13,十報經,T 13,An Shigao,識受種,An Shigao
13,十報經,T 13,An Shigao,五蓋,An Shigao
13,十報經,T 13,An Shigao,愛欲蓋,An Shigao
13,十報經,T 13,An Shigao,瞋恚蓋,An Shigao
13,十報經,T 13,An Shigao,睡眠蓋,An Shigao
13,十報經,T 13,An Shigao,戲樂蓋,An Shigao
13,十報經,T 13,An Shigao,悔疑蓋,An Shigao
13,十報經,T 13,An Shigao,五心意釘,An Shigao
13,十報經,T 13,An Shigao,五根,An Shigao
13,十報經,T 13,An Shigao,信根,An Shigao
13,十報經,T 13,An Shigao,精進根,An Shigao
13,十報經,T 13,An Shigao,意根,An Shigao
13,十報經,T 13,An Shigao,定根,An Shigao
13,十報經,T 13,An Shigao,慧根,An Shigao
13,十報經,T 13,An Shigao,愛欲,An Shigao
13,十報經,T 13,An Shigao,瞋恚,An Shigao
13,十報經,T 13,An Shigao,侵,An Shigao
13,十報經,T 13,An Shigao,五慧定,An Shigao
13,十報經,T 13,An Shigao,五解脫,An Shigao
13,十報經,T 13,An Shigao,陰,An Shigao
13,十報經,T 13,An Shigao,戒,An Shigao
13,十報經,T 13,An Shigao,學,An Shigao
13,十報經,T 13,An Shigao,度世解脫,An Shigao
13,十報經,T 13,An Shigao,六共居,An Shigao
13,十報經,T 13,An Shigao,眼內入,An Shigao
13,十報經,T 13,An Shigao,耳內入,An Shigao
13,十報經,T 13,An Shigao,鼻內入,An Shigao
13,十報經,T 13,An Shigao,口內入,An Shigao
13,十報經,T 13,An Shigao,身內入,An Shigao
13,十報經,T 13,An Shigao,意內入,An Shigao
13,十報經,T 13,An Shigao,六愛,An Shigao
13,十報經,T 13,An Shigao,不恭敬佛法同學者戒惡口惡知識,An Shigao
13,十報經,T 13,An Shigao,恭敬佛法同學者戒好口善知識,An Shigao
13,十報經,T 13,An Shigao,六行度世,An Shigao
13,十報經,T 13,An Shigao,慈意,An Shigao
13,十報經,T 13,An Shigao,殺意,An Shigao
13,十報經,T 13,An Shigao,喜心,An Shigao
13,十報經,T 13,An Shigao,六念,An Shigao
13,十報經,T 13,An Shigao,念佛,An Shigao
13,十報經,T 13,An Shigao,念法,An Shigao
13,十報經,T 13,An Shigao,念同學者,An Shigao
13,十報經,T 13,An Shigao,念戒,An Shigao
13,十報經,T 13,An Shigao,念與,An Shigao
13,十報經,T 13,An Shigao,念天,An Shigao
13,十報經,T 13,An Shigao,六無有量,An Shigao
13,十報經,T 13,An Shigao,神足,An Shigao
13,十報經,T 13,An Shigao,徹聽,An Shigao
13,十報經,T 13,An Shigao,知人意,An Shigao
13,十報經,T 13,An Shigao,知本從來,An Shigao
13,十報經,T 13,An Shigao,知往生何所,An Shigao
13,十報經,T 13,An Shigao,知結盡,An Shigao
13,十報經,T 13,An Shigao,七寶,An Shigao
13,十報經,T 13,An Shigao,信寶,An Shigao
13,十報經,T 13,An Shigao,戒寶,An Shigao
13,十報經,T 13,An Shigao,愧寶,An Shigao
13,十報經,T 13,An Shigao,慙寶,An Shigao
13,十報經,T 13,An Shigao,聞寶,An Shigao
13,十報經,T 13,An Shigao,施寶,An Shigao
13,十報經,T 13,An Shigao,慧寶,An Shigao
13,十報經,T 13,An Shigao,七覺意,An Shigao
13,十報經,T 13,An Shigao,意覺意,An Shigao
13,十報經,T 13,An Shigao,分別法覺意,An Shigao
13,十報經,T 13,An Shigao,精進覺意,An Shigao
13,十報經,T 13,An Shigao,可覺意,An Shigao
13,十報經,T 13,An Shigao,猗覺意,An Shigao
13,十報經,T 13,An Shigao,定覺意,An Shigao
13,十報經,T 13,An Shigao,護覺意,An Shigao
13,十報經,T 13,An Shigao,七有,An Shigao
13,十報經,T 13,An Shigao,不可有,An Shigao
13,十報經,T 13,An Shigao,畜生有,An Shigao
13,十報經,T 13,An Shigao,餓鬼有,An Shigao
13,十報經,T 13,An Shigao,人有,An Shigao
13,十報經,T 13,An Shigao,天有,An Shigao
13,十報經,T 13,An Shigao,行有,An Shigao
13,十報經,T 13,An Shigao,中有,An Shigao
13,十報經,T 13,An Shigao,七結,An Shigao
13,十報經,T 13,An Shigao,愛欲結,An Shigao
13,十報經,T 13,An Shigao,不可結,An Shigao
13,十報經,T 13,An Shigao,樂有結,An Shigao
13,十報經,T 13,An Shigao,自憍慢結,An Shigao
13,十報經,T 13,An Shigao,邪結,An Shigao
13,十報經,T 13,An Shigao,癡結,An Shigao
13,十報經,T 13,An Shigao,疑結,An Shigao
13,十報經,T 13,An Shigao,惡人七法,An Shigao
13,十報經,T 13,An Shigao,七慧者法,An Shigao
13,十報經,T 13,An Shigao,七識止處,An Shigao
13,十報經,T 13,An Shigao,直見,An Shigao
13,十報經,T 13,An Shigao,直念,An Shigao
13,十報經,T 13,An Shigao,直語,An Shigao
13,十報經,T 13,An Shigao,直法,An Shigao
13,十報經,T 13,An Shigao,直業,An Shigao
13,十報經,T 13,An Shigao,直方便,An Shigao
13,十報經,T 13,An Shigao,直意,An Shigao
13,十報經,T 13,An Shigao,七現恩,An Shigao
13,十報經,T 13,An Shigao,八因緣,An Shigao
13,十報經,T 13,An Shigao,五陰,An Shigao
13,十報經,T 13,An Shigao,八種道,An Shigao
13,十報經,T 13,An Shigao,八世間法,An Shigao
13,十報經,T 13,An Shigao,利,An Shigao
13,十報經,T 13,An Shigao,不利,An Shigao
13,十報經,T 13,An Shigao,名聞,An Shigao
13,十報經,T 13,An Shigao,不名聞,An Shigao
13,十報經,T 13,An Shigao,論議,An Shigao
13,十報經,T 13,An Shigao,稱譽,An Shigao
13,十報經,T 13,An Shigao,樂,An Shigao
13,十報經,T 13,An Shigao,不樂,An Shigao
13,十報經,T 13,An Shigao,八瞢瞢種不精進道,An Shigao
13,十報經,T 13,An Shigao,八精進方便道,An Shigao
13,十報經,T 13,An Shigao,八解脫,An Shigao
13,十報經,T 13,An Shigao,八大人念,An Shigao
13,十報經,T 13,An Shigao,八法,An Shigao
13,十報經,T 13,An Shigao,四意斷,An Shigao
13,十報經,T 13,An Shigao,四禪,An Shigao
13,十報經,T 13,An Shigao,五力,An Shigao
13,十報經,T 13,An Shigao,九意喜,An Shigao
13,十報經,T 13,An Shigao,精進致淨,An Shigao
13,十報經,T 13,An Shigao,九神止處,An Shigao
13,十報經,T 13,An Shigao,九結,An Shigao
13,十報經,T 13,An Shigao,邪見,An Shigao
13,十報經,T 13,An Shigao,貪,An Shigao
13,十報經,T 13,An Shigao,嫉,An Shigao
13,十報經,T 13,An Shigao,慳,An Shigao
13,十報經,T 13,An Shigao,九惱本,An Shigao
13,十報經,T 13,An Shigao,九意惱,An Shigao
13,十報經,T 13,An Shigao,九依住,An Shigao
13,十報經,T 13,An Shigao,九次定,An Shigao
13,十報經,T 13,An Shigao,初禪,An Shigao
13,十報經,T 13,An Shigao,二禪,An Shigao
13,十報經,T 13,An Shigao,三禪,An Shigao
13,十報經,T 13,An Shigao,四禪,An Shigao
13,十報經,T 13,An Shigao,空定,An Shigao
13,十報經,T 13,An Shigao,識,An Shigao
13,十報經,T 13,An Shigao,無有欲,An Shigao
13,十報經,T 13,An Shigao,無有思想,An Shigao
13,十報經,T 13,An Shigao,滅,An Shigao
13,十報經,T 13,An Shigao,九不應時,An Shigao
13,十報經,T 13,An Shigao,地獄,An Shigao
13,十報經,T 13,An Shigao,畜生,An Shigao
13,十報經,T 13,An Shigao,餓鬼,An Shigao
13,十報經,T 13,An Shigao,長壽天,An Shigao
