CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,notes,error
私阿末經,T 532,False,False,False,True,False,False,False,"The text uses the prefix 阿 (ā) only in transliterations like 阿難 (Ānán). The prefix 老 (lǎo) is not used; 老 appears in terms like 生老病死 and 老病, referring to ""old age"" as a noun. The suffix 兒 (ér) is not found. Reduplicated nouns are present, specifically 世世 (shìshì) meaning ""life after life."" The second-person pronoun 渠 (qú) is not found; the character 其 (qí) is used but primarily functions as a possessive or demonstrative, not as the specified pronoun 渠. The personal pronoun 他 (tā) is not found as a personal pronoun; it appears in 他餘事 meaning ""other matters."" The personal pronoun 伊 (yī) is not found.",
微密持經,T 1011,False,False,False,False,False,False,False,"The text does not exhibit any of the specified vernacular elements. There is no use of the prefix 阿 (ā) outside of transliterated terms (such as in '優婆塞'), nor the prefix 老 (lǎo). The suffix 兒 (ér) is absent, and no reduplicated nouns were found. Additionally, the pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not present in the text. This suggests a more classical or archaic translation style, typical of earlier Chinese Buddhist texts from the Wu period.",
阿彌陀經,T 362 (1),False,False,False,True,False,False,False,"All occurrences of the prefix 阿 ā are part of transliterated names or terms (e.g., 阿彌陀, 阿難, 阿闍世, 阿羅漢, 阿逸, 阿惟越致, 阿須倫), not used as a vernacular prefix. The prefix 老 lǎo is not found in the text. The suffix 兒 ér is not found in the text. Reduplicated nouns are present, such as ""莖莖"", ""枝枝"", ""葉葉"", ""華華"", ""實實"" in the description of the treasure trees (0305b11-12). The second-person pronoun 渠 qú is not found in the text. The personal pronoun 他 tā is found, but always used in the sense of ""other"" (e.g., 他方佛國), not as a third-person personal pronoun. The personal pronoun 伊 yī is not found in the text.",
阿彌陀經,T 362 (2),False,False,False,True,False,False,False,"The text frequently uses '阿' but exclusively for transliterated Buddhist terms (e.g., 阿彌陀, 阿逸菩薩, 阿羅漢, 阿惟越致, 阿難, 阿那含), not as a vernacular prefix. The prefix '老' is not used in a vernacular sense, appearing only to denote age or as part of a compound. The suffix '兒' is absent. Reduplicated nouns are present, such as '人人' (everyone) and '世世' (generation after generation/eternally), and also in structures like '從樂入樂, 從明入明, 從苦從冥' where states are reduplicated. The pronoun '渠' is not found. The personal pronoun '他' is not found; '他方' (other places) appears, but '他' is not used as a standalone personal pronoun. The personal pronoun '伊' is not found.",
月明童子經,T 169,False,False,False,False,False,False,False,"This text by Zhi Qian, an early translator, does not display the requested vernacular elements. The prefix 阿 is only used in transliteration (阿僧祇劫). No instances of prefix 老, suffix 兒, reduplicated nouns, pronoun 渠, personal pronoun 他, or personal pronoun 伊 were found.",
義足經,T 198 (1),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) in a non-transliterated manner. The prefix 老 (lǎo) and suffix 兒 (ér) are not present. However, it does contain reduplicated nouns such as '家家' (jiā jiā) and '日日' (rì rì). The pronoun 渠 (qú), personal pronoun 他 (tā), and personal pronoun 伊 (yī) were not found in the text.",
義足經,T 198 (2),False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) or 老 (lǎo) in a vernacular sense, nor does it use the suffix 兒 (ér). There are no reduplicated nouns present. Neither the pronoun 渠 (qú) nor the personal pronouns 他 (tā) or 伊 (yī) are found in their pronominal usages; the text primarily uses 彼 (bǐ) for third-person reference.",
阿難四事經,T 493,False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā (except as part of the transliterated name '阿難'), the prefix 老 lǎo, or the suffix 兒 ér. It does not contain reduplicated nouns. Neither the pronoun 渠 qú, the personal pronoun 他 tā, nor 伊 yī are found in the text. This suggests a more classical or formal translation style, lacking common vernacular elements of later periods.",
差摩竭經,T 533,False,False,False,False,False,False,False,"The text, a classical Buddhist translation by Zhi Qian, does not exhibit the specific vernacular elements inquired about. '阿難' is a transliteration of a proper name, not a vernacular prefix '阿'. No instances of the prefix '老' (lǎo), suffix '兒' (ér), reduplicated nouns, or pronouns '渠' (qú), '他' (tā), or '伊' (yī) were found in the text. The language style is consistent with classical Chinese.",
七女經,T 556,False,False,False,False,False,False,False,"The text does not contain the prefix 阿 (ā) used colloquially (only in transliterations like 阿耨多羅). It does not use the prefix 老 (lǎo) with names or people. The suffix 兒 (ér) is not found (小兒 is a compound noun, not a suffix). There are no reduplicated nouns (e.g., 人人, 姊姊). The third-person pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) is not used as a singular third-person pronoun (他人 refers to 'other people'). The personal pronoun 伊 (yī) is also not present.",
八師經,T 581,False,False,False,False,False,False,False,"The text, translated by Zhi Qian during the Wu period, exhibits a formal classical Chinese style. It does not use the prefix 阿 (ā) other than in transliterated names like 阿難, nor the prefix 老 (lǎo), suffix 兒 (ér), reduplicated nouns in the vernacular sense, or the second-person pronoun 渠 (qú), or the personal pronouns 他 (tā) or 伊 (yī). The language remains largely devoid of the specified vernacular elements.",
釋摩男經,T 54,False,False,False,False,False,False,False,"The text does not use the prefix 阿 as a vernacular prefix; its only appearance is in '阿羅漢', which is a transliteration. The text does not use the prefix 老. The text does not use the suffix 兒. The text does not employ common vernacular reduplicated nouns such as 人人, 家家, or 處處; while some phrases repeat nouns for clarity (e.g., '王者與王者鬪'), these are not morphological reduplications characteristic of vernacular style. The text does not use the second-person pronoun 渠. The text does not use the personal pronoun 他. The text does not use the personal pronoun 伊.",
孛抄經,T 790,False,True,False,True,False,False,False,"The text uses the prefix 老 (lǎo) in terms like ""國老"" (elder statesmen) and ""諸老母"" (elderly women), indicating a common, descriptive prefix use. It also features several reduplicated nouns and adverbs, including ""處處"" (everywhere), ""日日"" (daily), ""忽忽"" (absent-minded), ""家家"" (every family), ""時時"" (sometimes), and ""世世"" (generation after generation). However, the prefix 阿 (ā) is not used as a general prefix, appearing only within the transliterated name 阿難. The suffix 兒 (ér) is absent; instead, the character 子 (zǐ) is used for ""child."" Furthermore, the text does not contain the third-person pronouns 渠 (qú), 他 (tā) when referring to a person as 'he/she', or 伊 (yī).",
明度經,T 225 (1),False,False,False,False,False,False,False,"The provided text, an early translation by Zhi Qian, does not exhibit the specified vernacular elements such as the prefixes '阿' or '老', the suffix '兒', reduplicated nouns, or the pronouns '渠', '他', or '伊' in its main body. The translation style remains relatively classical and lacks these more colloquial features, aligning with the characteristics of early Chinese Buddhist translations.",
明度經,T 225 (2),False,False,False,True,False,True,False,"The text uses reduplicated nouns, specifically ""人人"" (rénrén) as seen in ""人人起七寶塔供養"". It also employs the personal pronoun ""他"" (tā), for instance in ""與他有分德"" and ""不學受他法乎?"". The prefix ""阿"" (ā) is present, but only as part of transliterated names like ""阿難"", not as a standalone vernacular prefix. The prefixes ""老"" (lǎo), the suffix ""兒"" (ér), and the pronouns ""渠"" (qú) and ""伊"" (yī) are not found.",
明度經,T 225 (3),False,False,False,True,False,False,False,"The text, an early Buddhist translation by Zhi Qian, exhibits a largely classical Chinese style. It does not use the vernacular prefixes 阿 (ā) or 老 (lǎo), nor the suffix 兒 (ér). The third-person pronouns 他 (tā) and 伊 (yī), and the pronoun 渠 (qú) are absent in their pronominal forms. However, it does contain reduplicated nouns, such as '心復心' (xīnfùxīn, 0490b09), indicating 'mind after mind' or 'repeatedly in mind'.",
明度經,T 225 (4),False,False,False,False,False,False,False,"The text, an early Chinese Buddhist translation, exhibits a formal and somewhat archaic style, lacking most common vernacular elements. It does not use the prefix 阿 ā (outside of transliterations like 阿難, 阿闍浮) or 老 lǎo as a prefix for names or common nouns (年老 is an adjective, 老病人 uses 老 adjectivally). There are no instances of the suffix 兒 ér, reduplicated nouns, or the vernacular pronouns 渠 qú, 他 tā, or 伊 yī.",
明度經,T 225 (5),False,False,False,False,False,False,False,"The text, an early translation by Zhi Qian, predominantly employs classical Chinese. The requested vernacular elements are largely absent. ""阿"" is exclusively used in the transliteration ""阿難"" (Ananda), not as a standalone prefix. There are no instances of ""老"" as a prefix, ""兒"" as a suffix, reduplicated nouns, or the personal pronouns ""渠"", ""他"", or ""伊"". This indicates a formal and classical translation style, typical of early Buddhist sutras, rather than one incorporating contemporary colloquialisms.",
明度經,T 225 (6),False,False,False,True,False,False,False,"The prefix 阿 (ā) is used, but only as part of the transliterated proper name '阿難' (Ānán), not as a general prefix. The prefix 老 (lǎo) is not found in the text. The suffix 兒 (ér) is not found in the text. Reduplicated nouns are present, such as '世世' (shìshì), '日日' (rìrì), '處處' (chùchù), and '本本' (běnběn). The pronoun 渠 (qú) is not found in the text. The word 他 (tā) is present, but it is used to mean 'other' or 'others' (e.g., '他所勅使') rather than a specific personal pronoun 'he/she'. The personal pronoun 伊 (yī) is not found in the text.",
